TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,WeatherAssessment,Progress,Weekend,DayCount,Delay,predict
117,50,1,1,49,294,31868,0,23.809523809523807,41.88034188034188,1,393,24,23.776832937941226
127,84,1,0,83,440,57531,0,12.903225806451612,65.35433070866141,1,421,4,4.26704422465788
123,44,2,2,42,227,32303,0,9.67741935483871,34.14634146341464,1,114,7,6.886166624424519
131,92,3,3,89,471,60264,0,0.0,67.93893129770993,1,226,34,33.91889274070077
150,122,1,0,121,638,76065,0,38.46153846153847,80.66666666666666,1,366,11,10.918869258120552
150,118,3,3,115,640,74645,0,14.285714285714285,76.66666666666667,1,310,31,30.788318088204008
93,56,1,1,55,284,40021,0,15.384615384615383,59.13978494623656,1,282,29,27.633631647209555
110,99,1,1,98,503,64501,0,38.095238095238095,89.0909090909091,1,366,35,34.95626142935613
87,38,1,1,37,168,22213,0,16.129032258064516,42.5287356321839,1,170,11,11.062040716243942
115,72,1,1,71,371,45783,1,7.6923076923076925,61.73913043478261,0,423,19,19.063503431394352
132,6,2,0,4,57,6036,1,38.095238095238095,3.0303030303030303,0,32,9,9.580285410259831
131,30,3,2,27,166,20518,1,9.67741935483871,20.610687022900763,0,60,4,4.222646818654042
143,73,3,3,70,360,42495,0,19.047619047619047,48.95104895104895,0,173,26,26.196222217928423
108,4,1,0,3,30,3149,0,35.483870967741936,2.7777777777777777,0,33,7,7.044908020297456
110,100,1,1,99,507,64747,0,38.095238095238095,90.0,0,369,35,34.910114810233395
91,7,1,0,6,43,6487,0,38.095238095238095,6.593406593406594,0,33,23,22.994133048081
141,16,2,2,14,98,12964,0,11.538461538461538,9.929078014184398,0,61,17,17.112108481381952
129,127,1,1,126,661,85180,0,3.225806451612903,97.67441860465117,0,257,9,8.921383186347569
143,73,3,3,70,361,42495,0,19.047619047619047,48.95104895104895,0,174,26,26.184051255113715
150,136,1,1,135,692,89768,0,14.285714285714285,90.0,0,510,38,37.83371142865344
110,62,1,1,61,316,39878,0,14.285714285714285,55.45454545454545,0,314,19,18.517754652167937
93,57,1,1,56,287,40511,0,15.384615384615383,60.215053763440864,0,287,29,29.254574981323245
135,84,2,1,82,398,55090,0,0.0,60.74074074074074,0,259,29,28.168986662851022
132,8,3,2,5,64,6987,0,38.095238095238095,3.787878787878788,0,35,9,8.883372608904622
141,17,2,2,15,103,13603,0,11.538461538461538,10.638297872340424,0,63,17,17.197414799534968
148,146,1,1,145,797,94622,0,23.809523809523807,97.97297297297295,0,399,42,41.15350287970087
96,53,1,1,52,268,38012,0,15.384615384615383,54.16666666666666,1,288,37,37.22554952032239
149,37,3,2,34,215,21505,0,0.0,22.818791946308725,1,92,17,16.84434794704198
110,104,1,0,103,535,62261,0,16.129032258064516,93.63636363636364,1,288,2,2.141782497274804
150,136,1,1,135,692,89768,0,14.285714285714285,90.0,1,512,38,38.05444872334847
98,70,2,2,68,385,43771,0,3.8461538461538463,69.38775510204081,1,232,12,11.980206357642842
117,98,1,1,97,514,62747,0,35.483870967741936,82.90598290598291,1,400,14,14.155858188857351
121,56,2,1,54,321,35032,0,16.129032258064516,44.62809917355372,1,176,6,5.989251461210884
148,146,1,1,145,797,94622,0,23.809523809523807,97.97297297297295,1,400,42,41.34568525238247
87,41,1,1,40,176,24218,0,16.129032258064516,45.97701149425287,1,176,11,10.977677062912122
111,105,1,1,104,558,60775,0,16.129032258064516,93.69369369369367,1,288,7,6.637449189126315
97,31,1,1,30,195,22030,0,12.903225806451612,30.927835051546392,1,205,9,8.847839313620867
99,89,2,1,87,454,54234,0,3.225806451612903,87.87878787878788,1,233,6,6.00665206680857
141,18,2,2,16,106,13829,0,11.538461538461538,11.347517730496454,1,65,17,17.09050907012694
118,87,1,1,86,470,52522,0,7.6923076923076925,72.88135593220339,1,429,9,8.985976811430888
111,106,1,1,105,560,61531,0,16.129032258064516,94.5945945945946,1,289,7,6.445727812861847
93,57,1,1,56,289,40511,0,15.384615384615383,60.215053763440864,0,290,29,29.25571777582242
150,136,1,1,135,693,89768,0,14.285714285714285,90.0,0,514,38,38.055582256142046
119,12,1,0,11,65,7490,0,0.0,9.243697478991598,0,94,21,21.081535610722725
112,44,1,1,43,225,26541,0,3.8461538461538463,38.392857142857146,0,234,40,39.591539844959485
109,63,2,2,61,324,38423,0,16.129032258064516,55.96330275229357,0,178,3,3.6015326643189525
148,143,1,1,142,733,86028,0,0.0,95.94594594594594,0,458,4,3.934734317705264
80,43,2,1,41,230,28838,0,9.67741935483871,51.24999999999999,0,122,17,16.00448729120923
92,78,2,2,76,442,45678,0,3.8461538461538463,82.6086956521739,0,263,19,19.43544190931631
109,64,2,2,62,326,38637,0,16.129032258064516,56.88073394495413,0,179,3,3.584056148023379
110,105,1,0,104,540,62869,0,16.129032258064516,94.54545454545456,0,292,2,1.8184646288816708
131,96,3,3,93,496,61775,0,0.0,70.99236641221374,0,236,34,32.969554978706086
108,5,1,1,4,36,3568,0,35.483870967741936,3.7037037037037033,0,40,7,6.9616974302711725
112,45,1,1,44,228,26824,0,3.8461538461538463,39.285714285714285,0,236,40,40.01031021811811
110,64,1,0,63,322,41530,0,14.285714285714285,57.27272727272727,0,320,19,18.701535333578946
127,85,1,1,84,450,58507,0,12.903225806451612,66.14173228346458,0,432,4,4.030408342512388
149,42,3,2,39,230,24922,0,0.0,26.174496644295303,0,97,17,16.400912843031122
98,72,2,2,70,393,44290,0,3.8461538461538463,71.42857142857143,0,237,12,11.859110805446347
112,46,1,1,45,230,27444,0,3.8461538461538463,40.17857142857143,0,237,40,39.965890448361066
118,88,1,1,87,475,53229,0,7.6923076923076925,73.72881355932203,0,433,9,9.044693297773634
150,137,1,1,136,697,90417,1,14.285714285714285,90.66666666666666,0,518,38,38.12561713389569
98,72,2,2,70,395,44290,1,3.8461538461538463,71.42857142857143,0,238,12,11.853676894308832
127,85,1,1,84,452,58507,1,12.903225806451612,66.14173228346458,0,434,4,4.008884228836692
80,44,2,2,42,238,29585,1,9.67741935483871,52.5,0,126,17,17.148228431928842
115,75,1,1,74,383,47695,1,7.6923076923076925,64.34782608695652,1,435,19,18.84964393242969
87,42,2,1,40,182,24218,1,16.129032258064516,45.97701149425287,1,183,11,12.061901262169854
96,54,1,1,53,274,38387,1,15.384615384615383,55.208333333333336,1,296,37,37.00632770916288
130,27,3,2,24,133,15361,1,9.523809523809524,18.461538461538463,1,72,13,12.781481784385916
143,77,3,3,74,378,44290,1,19.047619047619047,51.74825174825175,1,184,26,26.04901491957962
99,93,2,0,91,470,57050,1,3.225806451612903,91.91919191919192,1,240,6,6.0420521703479295
129,129,1,1,128,673,86420,1,3.225806451612903,99.2248062015504,1,268,9,9.044729461486398
127,86,1,1,85,454,59355,1,12.903225806451612,66.92913385826772,1,436,4,4.061819458469259
98,73,2,2,71,398,44821,1,3.8461538461538463,72.44897959183673,0,241,12,12.09436422269961
110,101,1,1,100,515,65382,1,38.095238095238095,90.9090909090909,0,381,35,34.68215078237405
141,21,2,2,19,121,15555,1,11.538461538461538,13.47517730496454,0,73,17,17.068018844791155
121,59,2,2,57,339,36681,1,16.129032258064516,47.10743801652893,0,185,6,6.010838575755557
117,53,1,1,52,307,32940,1,23.809523809523807,44.44444444444444,0,409,24,24.013093276489386
80,45,2,2,43,241,29966,1,9.67741935483871,53.75,0,129,17,17.196754942132216
111,6,2,0,4,33,5448,0,35.483870967741936,3.603603603603604,0,18,8,8.033016143942817
136,115,1,1,114,581,77925,0,9.523809523809524,83.82352941176471,0,438,27,27.15266478673904
110,105,1,0,104,546,62869,0,16.129032258064516,94.54545454545456,0,298,2,1.927646359889664
131,99,3,3,96,510,63713,0,0.0,73.2824427480916,0,242,34,33.58133757058336
135,88,2,2,86,411,56814,0,0.0,63.70370370370371,0,270,29,29.03168471223377
110,101,1,1,100,516,65382,0,38.095238095238095,90.9090909090909,0,382,35,34.614414876469496
121,60,2,2,58,341,36952,0,16.129032258064516,47.93388429752066,0,186,6,6.036317806446974
148,147,1,1,146,804,95252,0,23.809523809523807,98.64864864864865,0,410,42,42.29643350153511
117,53,1,1,52,308,32940,0,23.809523809523807,44.44444444444444,0,410,24,24.001465911512938
98,74,2,2,72,402,45786,0,3.8461538461538463,73.46938775510205,0,243,12,12.152875680953244
139,119,1,1,118,623,74858,0,16.129032258064516,84.89208633093526,0,355,13,13.325161279673624
123,50,2,2,48,263,35398,0,9.67741935483871,39.02439024390244,0,132,7,6.999788615779622
142,122,3,3,119,608,76595,0,3.8461538461538463,83.80281690140845,0,244,9,9.84266257255645
112,47,1,1,46,236,28221,0,3.8461538461538463,41.07142857142857,0,245,40,40.3425793431186
91,9,1,1,8,56,8193,0,38.095238095238095,8.791208791208792,0,49,23,23.03720962581197
110,65,1,0,64,327,42030,0,14.285714285714285,58.18181818181818,0,329,19,18.76437762190268
87,44,2,1,42,194,24685,0,16.129032258064516,48.27586206896552,0,189,11,10.786000815811136
80,47,2,2,45,251,30954,0,9.67741935483871,56.25,0,133,17,17.121255966661707
110,102,1,1,101,520,65590,1,38.095238095238095,91.81818181818184,1,386,35,35.069988505069674
110,65,1,0,64,327,42030,1,14.285714285714285,58.18181818181818,1,330,19,18.76511301966617
87,44,2,1,42,196,24685,1,16.129032258064516,48.27586206896552,1,190,11,10.77531940918358
117,53,1,1,52,311,32940,1,23.809523809523807,44.44444444444444,1,414,24,23.990274873505555
111,109,1,1,108,571,62807,1,16.129032258064516,97.2972972972973,1,302,7,6.898086565780218
148,147,1,0,146,744,88221,1,0.0,98.64864864864865,1,470,4,3.980709349606016
111,7,2,1,5,39,5940,0,35.483870967741936,4.504504504504505,1,23,8,8.07634221332178
96,56,1,1,55,282,39693,0,15.384615384615383,57.29166666666666,1,303,37,36.905881281383486
130,30,3,1,27,147,17252,0,9.523809523809524,20.76923076923077,1,79,13,13.202219047921474
111,19,1,1,18,107,12031,0,11.538461538461538,16.216216216216218,1,135,9,9.309561358835497
93,61,1,1,60,303,44127,0,15.384615384615383,64.51612903225806,1,303,29,29.253043417249287
108,6,1,1,5,47,3826,0,35.483870967741936,4.62962962962963,1,51,7,7.035864793776867
119,13,1,0,12,73,8214,0,0.0,10.084033613445378,1,107,21,21.048846468740024
132,13,3,2,10,93,9738,0,38.095238095238095,7.575757575757576,1,51,9,9.15952782115842
131,42,3,3,39,222,27655,0,9.67741935483871,29.77099236641221,1,79,4,4.171267141360929
96,57,1,0,56,283,40306,0,15.384615384615383,58.333333333333336,0,304,37,34.71005033445341
97,35,1,1,34,210,24110,0,12.903225806451612,35.051546391752574,0,220,9,8.871635235078216
108,6,1,1,5,47,3826,0,35.483870967741936,4.62962962962963,0,52,7,7.020724334857235
149,47,3,2,44,255,27532,1,0.0,29.53020134228188,0,109,17,17.987558093978308
141,83,3,2,80,462,51764,1,14.285714285714285,56.73758865248227,0,221,5,5.041460084377334
149,47,3,2,44,257,27532,0,0.0,29.53020134228188,0,110,17,17.908525973530644
143,82,3,3,79,401,47073,0,19.047619047619047,55.24475524475524,0,194,26,26.412575393795397
111,110,1,1,109,575,63724,0,16.129032258064516,98.1981981981982,0,306,7,7.07346316087974
127,88,1,1,87,465,60076,0,12.903225806451612,68.50393700787401,0,446,4,3.6905287339757393
148,75,2,2,73,441,50271,0,14.285714285714285,49.32432432432432,0,306,26,26.477995406659616
111,8,2,0,6,47,6575,1,35.483870967741936,5.405405405405405,0,27,8,8.160039242853102
136,116,1,1,115,588,78463,1,9.523809523809524,84.55882352941177,0,447,27,26.97587264405884
149,47,3,3,44,259,27532,1,0.0,29.53020134228188,0,111,17,15.415016167227307
110,107,1,0,106,554,63805,1,16.129032258064516,96.36363636363636,0,307,2,1.8656470393532487
143,82,3,3,79,404,47073,1,19.047619047619047,55.24475524475524,0,195,26,26.061442047092257
91,11,1,0,10,61,8980,1,38.095238095238095,10.989010989010987,0,55,23,22.943068906929923
141,27,2,2,25,141,20225,1,11.538461538461538,17.73049645390071,0,83,17,17.079903747713402
148,148,1,1,147,810,95982,1,23.809523809523807,99.32432432432432,0,419,42,41.40727667735173
87,44,2,1,42,205,24685,1,16.129032258064516,48.27586206896552,0,195,11,12.624968154935928
142,125,3,3,122,627,78471,0,3.8461538461538463,85.91549295774648,0,252,9,7.330365367278731
135,91,2,2,89,427,58332,0,0.0,65.92592592592592,0,280,29,28.14946951039361
139,121,1,1,120,633,76136,0,16.129032258064516,86.33093525179856,0,364,13,12.969598512234072
117,54,1,1,53,316,33652,0,23.809523809523807,45.2991452991453,0,420,24,23.936489419998694
148,77,2,1,75,447,51641,0,14.285714285714285,50.67567567567568,0,308,26,25.965560455240634
150,139,1,1,138,709,91957,0,14.285714285714285,92.0,1,533,38,38.10857441712069
119,13,1,1,12,76,8214,0,0.0,10.084033613445378,1,113,21,20.97240589619419
117,103,1,1,102,535,66351,0,35.483870967741936,87.17948717948718,1,421,14,13.835121220756731
80,50,2,2,48,264,32385,0,9.67741935483871,60.0,1,141,17,16.704383167133315
136,116,1,1,115,589,78463,1,9.523809523809524,84.55882352941177,1,450,27,26.97471426045486
150,139,1,1,138,709,91957,1,14.285714285714285,92.0,1,534,38,38.13737834435524
112,49,1,1,48,242,29609,1,3.8461538461538463,42.85714285714285,1,254,40,39.97223975909471
121,68,3,2,65,372,40528,1,16.129032258064516,53.71900826446281,1,198,6,5.766113192564674
131,104,3,3,101,535,66482,1,0.0,77.09923664122137,0,255,34,33.8345273757072
111,20,1,1,19,112,12941,1,11.538461538461538,17.117117117117118,0,143,9,9.017939557210198
112,49,1,1,48,243,29609,1,3.8461538461538463,42.85714285714285,0,255,40,39.97248259900404
148,77,2,1,75,449,51641,1,14.285714285714285,50.67567567567568,0,311,26,26.016710773053788
117,103,1,1,102,538,66351,0,35.483870967741936,87.17948717948718,0,424,14,13.833830422447605
112,49,1,1,48,244,29609,0,3.8461538461538463,42.85714285714285,0,256,40,39.94219143925763
110,66,1,1,65,333,42890,0,14.285714285714285,59.09090909090909,0,340,19,19.183341748894023
148,77,2,2,75,450,51641,0,14.285714285714285,50.67567567567568,0,312,26,26.40568922214676
115,78,1,1,77,397,50030,0,7.6923076923076925,66.95652173913044,0,453,19,18.87422128063692
149,50,3,3,47,273,29450,0,0.0,31.543624161073826,0,117,17,15.43390343857341
110,108,1,0,107,560,64141,0,16.129032258064516,97.27272727272728,0,313,2,1.475355468812964
139,122,1,1,121,639,76713,0,16.129032258064516,87.05035971223022,0,369,13,12.987905207610012
112,49,1,1,48,245,29609,0,3.8461538461538463,42.85714285714285,0,257,40,39.94992281733609
121,68,3,2,65,380,40528,0,16.129032258064516,53.71900826446281,0,201,6,5.920991891268798
111,111,1,1,110,581,63980,0,16.129032258064516,99.09909909909908,0,313,7,6.672969322000611
139,122,1,1,121,640,76713,0,16.129032258064516,87.05035971223022,0,370,13,12.987905207610012
141,86,3,3,83,484,53219,1,14.285714285714285,58.86524822695035,0,231,5,5.049202665617756
111,21,1,1,20,117,13225,1,11.538461538461538,18.01801801801802,0,147,9,9.012940026795846
142,129,3,3,126,643,80606,1,3.8461538461538463,88.73239436619718,0,259,9,10.155554776423244
139,122,1,1,121,641,76713,1,16.129032258064516,87.05035971223022,0,371,13,12.985342517694946
123,58,2,2,56,301,40889,1,9.67741935483871,45.52845528455284,1,148,7,7.0141058002807455
93,63,1,1,62,313,45488,1,15.384615384615383,66.66666666666666,1,316,29,29.093832893615183
135,95,2,2,93,439,61615,1,0.0,68.88888888888889,1,288,29,29.382843086923245
110,104,1,1,103,529,66533,1,38.095238095238095,93.63636363636364,1,400,35,35.16069611037575
97,37,1,1,36,223,25119,0,12.903225806451612,37.11340206185567,1,233,9,8.966192251851467
110,104,1,1,103,529,66533,0,38.095238095238095,93.63636363636364,1,401,35,34.96883157762251
110,108,1,1,107,564,64141,0,16.129032258064516,97.27272727272728,0,318,2,2.5254792994260384
150,129,1,0,128,668,80384,0,38.46153846153847,85.33333333333334,0,402,11,10.923184103477482
143,87,3,3,84,425,50254,0,19.047619047619047,58.74125874125874,0,206,26,25.97011341209536
142,130,3,3,127,649,80827,0,3.8461538461538463,89.43661971830986,0,262,9,8.287959124363127
108,9,1,1,8,62,5213,0,35.483870967741936,7.4074074074074066,0,66,7,7.026385412365428
141,31,2,1,29,159,23264,0,11.538461538461538,20.56737588652482,0,94,17,16.53137694331396
118,92,1,1,91,499,55421,0,7.6923076923076925,77.11864406779661,0,458,9,9.001800866968793
80,52,2,2,50,280,33798,0,9.67741935483871,62.5,0,150,17,17.021180517928556
96,58,1,1,57,293,40893,0,15.384615384615383,59.375,0,319,37,37.02151916279196
150,129,1,0,128,669,80384,0,38.46153846153847,85.33333333333334,0,403,11,10.83620267096508
117,57,2,1,55,331,34376,0,23.809523809523807,47.008547008547005,0,431,24,24.006235628757864
131,106,3,3,103,556,67400,0,0.0,78.62595419847328,0,264,34,33.78954785465562
93,63,1,1,62,316,45488,0,15.384615384615383,66.66666666666666,0,320,29,29.1425453416539
98,82,2,2,80,436,51079,0,3.8461538461538463,81.63265306122449,0,264,12,11.745845393912774
139,123,1,1,122,646,77107,0,16.129032258064516,87.76978417266187,0,376,13,13.10268207412416
118,93,1,1,92,501,56044,0,7.6923076923076925,77.96610169491525,0,460,9,9.056610783893362
148,79,2,2,77,461,53225,0,14.285714285714285,52.02702702702703,0,320,26,25.989628942734058
132,100,1,0,99,546,62408,1,16.129032258064516,75.0,0,545,10,10.2020699084094
135,96,2,2,94,445,61936,1,0.0,69.62962962962963,0,293,29,29.12005985103657
141,32,2,1,30,165,23937,1,11.538461538461538,21.27659574468085,0,97,17,16.89650941604647
118,93,1,1,92,502,56044,1,7.6923076923076925,77.96610169491525,0,461,9,9.057100591857548
109,77,2,0,75,391,46494,1,16.129032258064516,68.80733944954129,0,209,3,2.955825728469577
123,60,2,2,58,312,42174,0,9.67741935483871,47.15447154471545,0,154,7,6.993505612226514
141,88,3,3,85,499,54228,0,14.285714285714285,60.28368794326241,0,238,5,4.894182819123941
143,90,3,3,87,438,52328,0,19.047619047619047,60.83916083916085,0,210,26,25.92600769764381
111,21,1,1,20,121,13225,0,11.538461538461538,18.01801801801802,0,154,9,9.195658440364936
108,10,1,1,9,67,6107,0,35.483870967741936,8.333333333333332,0,70,7,7.011635833568519
141,32,2,1,30,167,23937,0,11.538461538461538,21.27659574468085,0,98,17,16.880264633540506
121,74,3,2,71,406,45173,1,16.129032258064516,58.67768595041323,1,211,6,6.040625018156291
118,94,1,1,93,505,56670,1,7.6923076923076925,78.8135593220339,1,463,9,8.9668166313934
136,120,1,1,119,602,81092,0,9.523809523809524,87.5,1,464,27,27.01528610964415
97,38,1,1,37,230,25357,0,12.903225806451612,38.144329896907216,1,240,9,8.870476761208707
150,130,1,0,129,673,81138,0,38.46153846153847,86.0,1,408,11,10.67363547536793
98,84,2,2,82,444,52467,0,3.8461538461538463,83.6734693877551,1,268,12,12.537880769114295
117,108,1,1,107,552,69795,0,35.483870967741936,91.45299145299144,1,436,14,14.26151467971478
131,56,3,1,53,286,35607,0,9.67741935483871,40.458015267175576,1,100,4,3.970143084930399
117,58,2,1,56,337,37239,0,23.809523809523807,47.86324786324786,1,436,24,23.999516107991223
135,98,2,1,96,450,62914,1,0.0,71.11111111111111,0,297,29,26.41905673442649
99,98,1,1,97,509,60439,1,3.225806451612903,97.97979797979798,0,269,6,5.930834382340848
131,56,3,2,53,289,35607,1,9.67741935483871,40.458015267175576,0,101,4,4.037659499331724
110,68,1,1,67,343,44604,1,14.285714285714285,60.909090909090914,0,353,19,19.230599861264423
118,94,1,1,93,506,56670,1,7.6923076923076925,78.8135593220339,0,465,9,8.973503576428143
130,38,3,3,35,192,22056,0,9.523809523809524,26.923076923076923,0,102,13,12.936921323742624
150,142,1,1,141,722,93787,0,14.285714285714285,94.0,0,550,38,38.30274757392563
110,105,1,1,104,536,66808,0,38.095238095238095,94.54545454545456,0,410,35,34.99334585872067
118,94,1,1,93,507,56670,0,7.6923076923076925,78.8135593220339,0,466,9,8.973013768463957
87,47,1,0,46,224,28166,0,16.129032258064516,52.87356321839081,0,214,11,11.099143946676818
131,109,3,3,106,571,69137,1,0.0,80.91603053435115,0,272,34,34.15398495864379
143,91,3,3,88,448,52746,1,19.047619047619047,61.53846153846154,0,216,26,25.883491668473155
136,121,1,1,120,606,81321,0,9.523809523809524,88.23529411764706,0,469,27,27.02305895128593
142,137,2,2,135,683,85871,0,3.8461538461538463,95.07042253521126,0,273,9,8.608717860909977
91,13,1,0,12,76,9966,0,38.095238095238095,13.186813186813188,0,77,23,22.998892198356277
121,78,2,1,76,424,48263,0,16.129032258064516,62.8099173553719,0,217,6,6.067414490909656
117,61,2,1,59,349,39149,0,23.809523809523807,50.427350427350426,0,441,24,23.980947453915874
80,57,2,2,55,305,36525,0,9.67741935483871,68.75,0,161,17,16.419659772439232
150,137,3,3,134,738,86598,0,14.285714285714285,89.33333333333333,1,358,31,30.85697985816519
132,22,3,3,19,151,15325,0,38.095238095238095,14.393939393939394,1,78,9,8.932163928204588
109,81,2,1,79,409,48905,0,16.129032258064516,72.47706422018348,1,218,3,3.1535955542638163
108,11,1,1,10,75,6605,0,35.483870967741936,9.25925925925926,1,79,7,7.03057394966477
80,58,2,2,56,310,36959,0,9.67741935483871,70.0,1,163,17,17.123870181181033
123,64,2,2,62,333,44357,0,9.67741935483871,50.40650406504065,0,164,7,7.142865303166914
98,86,1,1,85,457,54358,0,3.8461538461538463,86.73469387755102,0,276,12,12.002460409793244
91,13,1,1,12,77,9966,0,38.095238095238095,13.186813186813188,0,80,23,23.078303355253823
121,78,2,1,76,429,48263,0,16.129032258064516,62.8099173553719,0,220,6,6.093277294668738
87,48,1,0,47,229,28478,0,16.129032258064516,54.02298850574713,0,220,11,10.505705442671356
149,62,3,1,59,328,36043,0,0.0,39.59731543624161,0,137,17,15.601496141945477
141,92,3,3,89,519,56100,0,14.285714285714285,63.12056737588653,0,249,5,5.8443422057329855
112,52,1,0,51,268,31176,0,3.8461538461538463,45.535714285714285,0,277,40,39.97772620872071
131,63,3,2,60,317,39654,0,9.67741935483871,45.80152671755725,0,109,4,4.051146758657936
127,94,1,1,93,492,63430,0,12.903225806451612,73.22834645669292,0,473,4,3.9772627979853183
130,42,3,3,39,210,24256,0,9.523809523809524,30.0,0,110,13,12.657729569566342
112,52,1,0,51,269,31176,0,3.8461538461538463,45.535714285714285,0,278,40,39.97133881107381
131,63,3,2,60,320,39654,0,9.67741935483871,45.80152671755725,0,110,4,4.05725585011119
91,13,1,1,12,79,9966,0,38.095238095238095,13.186813186813188,0,82,23,22.924747619555504
109,83,2,1,81,418,50336,0,16.129032258064516,74.31192660550458,0,222,3,2.752594657767773
80,59,2,2,57,316,37309,0,9.67741935483871,71.25,0,166,17,17.074542247023842
149,62,3,2,59,334,36043,0,0.0,39.59731543624161,0,139,17,16.32235505649028
117,63,2,1,61,359,40327,0,23.809523809523807,52.13675213675214,0,447,24,24.038917475299755
127,95,1,1,94,494,64381,0,12.903225806451612,74.01574803149606,0,475,4,3.956551013712456
148,84,3,2,81,486,55791,0,14.285714285714285,54.729729729729726,0,335,26,25.94241541085053
80,59,2,2,57,317,37309,0,9.67741935483871,71.25,0,167,17,17.074542247023842
115,83,1,1,82,417,53587,0,7.6923076923076925,71.30434782608695,0,476,19,18.95819191227225
96,61,1,1,60,309,43189,0,15.384615384615383,62.5,0,336,37,36.07488117519985
123,66,2,2,64,340,45537,0,9.67741935483871,52.03252032520326,0,168,7,7.042668772859329
150,139,2,2,137,751,88417,0,14.285714285714285,91.33333333333331,0,364,31,30.45806871502687
124,1,1,0,0,0,0,0,19.35483870967742,0.0,0,0,5,5.36810950307104
80,59,2,2,57,319,37309,0,9.67741935483871,71.25,0,168,17,17.102451511094173
92,89,1,1,88,501,51609,0,3.8461538461538463,95.65217391304348,1,309,19,19.00147457447271
110,69,1,1,68,352,45112,0,14.285714285714285,61.81818181818181,1,365,19,19.002925047174145
80,59,2,2,57,320,37309,0,9.67741935483871,71.25,1,169,17,17.141820778236493
131,112,3,3,109,588,70748,0,0.0,83.20610687022901,1,282,34,34.433547923759264
150,132,1,0,131,685,82451,0,38.46153846153847,87.33333333333333,1,422,11,11.07222603090618
112,52,1,0,51,272,31176,0,3.8461538461538463,45.535714285714285,1,282,40,40.01968512209511
92,89,1,1,88,501,51609,0,3.8461538461538463,95.65217391304348,1,310,19,19.00147457447271
121,81,2,1,79,442,49540,0,16.129032258064516,65.28925619834712,1,226,6,6.018670909270227
109,84,2,2,82,425,51230,0,16.129032258064516,75.22935779816514,1,226,3,2.798907600338012
150,132,1,1,131,686,82451,0,38.46153846153847,87.33333333333333,0,423,11,10.837873859114737
111,24,1,1,23,137,15292,0,11.538461538461538,20.72072072072072,0,171,9,9.045330970722503
108,13,1,1,12,84,7972,0,35.483870967741936,11.11111111111111,0,87,7,6.956004799757878
141,38,2,2,36,194,26695,0,11.538461538461538,25.53191489361702,0,115,17,16.935548804310898
80,60,2,2,58,325,38064,0,9.67741935483871,72.5,0,171,17,17.009941988874985
135,101,2,2,99,468,64451,0,0.0,73.33333333333333,0,312,29,27.921493918842103
150,144,1,1,143,731,94530,0,14.285714285714285,95.33333333333334,0,564,38,37.4382139475385
132,28,3,2,25,175,19358,0,38.095238095238095,18.939393939393938,0,88,9,9.238016553488208
135,101,2,2,99,469,64451,0,0.0,73.33333333333333,0,313,29,27.921493918842103
111,22,2,1,20,115,15714,1,35.483870967741936,18.01801801801802,0,62,8,7.800882584478828
93,67,1,1,66,337,47740,1,15.384615384615383,70.96774193548387,0,342,29,29.24693952792383
135,101,2,2,99,471,64451,1,0.0,73.33333333333333,0,314,29,27.98868048905912
98,90,1,1,89,468,56856,1,3.8461538461538463,90.81632653061224,0,286,12,12.019069371161793
110,70,1,1,69,354,45489,1,14.285714285714285,62.727272727272734,0,370,19,19.000611012815867
148,85,2,1,83,502,57500,0,14.285714285714285,56.08108108108109,0,343,26,26.050351089703117
111,24,2,1,22,120,16617,0,35.483870967741936,19.81981981981982,1,64,8,8.888781664498097
96,62,1,1,61,314,43826,0,15.384615384615383,63.54166666666666,1,344,37,36.94928673932169
150,133,1,1,132,692,82722,0,38.46153846153847,88.0,1,428,11,10.918498171474496
93,67,1,1,66,338,47740,0,15.384615384615383,70.96774193548387,1,344,29,29.350702742370927
117,112,1,1,111,569,72391,0,35.483870967741936,94.87179487179486,1,456,14,13.977209869789036
112,52,1,0,51,278,31176,0,3.8461538461538463,45.535714285714285,1,288,40,39.904714633141126
91,15,1,1,14,86,11506,0,38.095238095238095,15.384615384615383,1,92,23,22.96467562105268
110,70,1,1,69,355,45489,0,14.285714285714285,62.727272727272734,1,372,19,19.21569448103561
118,97,1,1,96,523,57376,0,7.6923076923076925,81.35593220338984,1,484,9,8.969686336866076
111,24,2,2,22,122,16617,0,35.483870967741936,19.81981981981982,1,65,8,7.566655527860135
96,62,1,1,61,314,43826,0,15.384615384615383,63.54166666666666,1,345,37,36.94928673932169
131,117,3,3,114,606,74353,0,0.0,87.02290076335878,1,289,34,33.587047864809804
130,46,3,3,43,232,27016,0,9.523809523809524,33.07692307692307,1,121,13,12.970604360483136
150,140,2,2,138,759,89293,0,14.285714285714285,92.0,1,373,31,30.885714193496327
132,29,3,2,26,182,19596,0,38.095238095238095,19.69696969696969,1,93,9,9.266600794365743
112,52,1,0,51,278,31176,0,3.8461538461538463,45.535714285714285,1,289,40,39.89754103532847
118,97,1,1,96,523,57376,0,7.6923076923076925,81.35593220338984,1,485,9,8.969686336866076
136,122,1,1,121,618,82253,0,9.523809523809524,88.97058823529412,0,486,27,26.96900313585429
131,117,3,3,114,609,74353,0,0.0,87.02290076335878,0,290,34,34.25812625143904
